Database;Keyword;Seed keyword;Page;Topic;Page type;Tags;Volume;Keyword Difficulty;CPC (USD);Competitive Density;Number of Results;Intent;SERP Features;Trend;Click potential;Content references;Competitors
de;was kostet eine website erstellen lassen;website erstellen lassen;;Website & Shops;;;260;21;Feb 75;0.61;137;Informational;Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.35,0.43,1.00,0.81,0.66,0.54,0.66,0.66,0.29,0.54,0.66,0.66;20;;
de;was macht ein webdesigner;webdesign;;Website & Shops;;;260;24;0.68;0.15;368000;Informational;AI Overview, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches;0.23,0.66,0.66,0.66,0.82,1.00,1.00,0.82,0.53,0.53,0.53,0.43;90;;
us;how hard is it to build a website;how to build website;;Website & Shops;;How-to;170;30;04. Nov;0.61;144;Informational;Adwords Middle, Video Carousel, Short Videos, AI Overview, Site Links, Video, Adwords Bottom, People Also Ask, Related Searches;0.53,0.43,0.53,0.65,0.53,0.53,0.53,0.43,0.65,0.53,0.53,0.53;20;;
de;wie viel kostet es eine website erstellen zu lassen;website erstellen lassen;;Website & Shops;;;170;24;Feb 53;0.61;132;Informational;AI Overview, Site Links, Video, People Also Ask, Related Searches;0.04,0.14,0.18,1.00,0.54,0.54,0.54,0.54,0.35,0.35,0.66,0.81;20;;
us;how to market my website;how to marketing;;Website & Shops;;How-to;140;25;33.53;0.71;3060000000;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview;0.80,0.53,0.80,0.34,0.65,0.26,0.34,0.26,0.42,0.42,0.42,0.53;20;;
us;how to build a website to sell items;how to build website;;Website & Shops;;How-to;110;24;Jul 17;0.49;177;Informational;Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video;1.00,0.65,0.42,0.65,0.26,0.42,0.34,0.26,0.42,0.34,0.42,0.42;20;;
us;how to build a website to sell stuff;how to build website;;Website & Shops;;How-to;110;24;Jul 17;0.49;180;Informational;Discussions And Forums, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches;1.00,0.65,0.42,0.65,0.26,0.42,0.34,0.26,0.53,0.26,0.42,0.42;20;;
de;was kostet eine homepage erstellen lassen;homepage erstellen lassen;;Website & Shops;;;110;23;Feb 30;0.63;130;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.12,0.35,0.43,1.00,0.12,0.17,0.10,0.17,0.10,0.12,0.10,0.10;20;;
de;was kostet eine homepage erstellen zu lassen;homepage erstellen lassen;;Website & Shops;;;110;23;Feb 30;0.63;132;Informational;Site Links, Video, Adwords Top, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.15,0.34,0.43,1.00,0.15,0.21,0.12,0.21,0.12,0.15,0.12,0.12;20;;
de;was kostet es eine homepage erstellen zu lassen;homepage erstellen lassen;;Website & Shops;;;110;25;Feb 30;0.63;134;Informational;Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, Adwords Middle, AI Overview;0.19,0.53,0.65,1.00,0.53,0.26,0.26,0.34,0.15,0.19,0.15,0.15;20;;
de;Warum kauft niemand über meine Website, obwohl alle sie loben?;;;Website & Shops;;Claude Blogidee Funnel;;;;;;;;;;;
us;how to start a blog;blogs;;Social Media & Content;;How-to;1500000;61;Jan 71;0.33;158;Informational;AI Overview, Reviews, Video, People Also Ask, Related Searches, Discussions And Forums;0.00,0.04,0.29,0.44,1.00,0.11,0.20,0.07,0.11,0.16,0.07,0.02;90;;
us;what is a blog;blogs;;Social Media & Content;;How-to;8100;63;0.44;0.07;160;Informational;Related Searches, Short Videos, AI Overview, Reviews, Video, Video Carousel, People Also Ask;0.36,0.24,0.29,0.36,0.36,0.44,0.36,0.29,0.36,0.36,0.54,0.44;90;;
de;was ist ein content creator;Content;;Social Media & Content;;;4400;27;0.32;0.13;134;Informational;AI Overview, Reviews, Video, People Also Ask, Related Searches;0.44,0.19,0.24,0.29,0.36,0.24,0.24,0.36,0.66,1.00,0.44,0.81;90;;
us;how to write a blog post;blogs;;Social Media & Content;;How-to;3600;50;0.83;0.13;162;Informational;People Also Ask, Related Searches, AI Overview, Image Pack, Reviews, Video, Video Carousel;0.66,0.35,1.00,0.53,0.53,1.00,0.81,0.81,0.81,0.35,0.35,0.53;90;;
us;how to write a blog;blogs;;Social Media & Content;;How-to;2900;39;01. Okt;0.22;187;Informational;Video, People Also Ask, Related Searches, AI Overview, Reviews;0.54,0.36,0.54,0.43,0.43,0.36,0.24,0.66,0.28,0.19,0.43,0.54;90;;
us;what is a blogging;blogs;;Social Media & Content;;How-to;2900;46;0.54;0.07;152;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video;0.00,0.44,0.24,0.36,0.36,0.29,0.29,0.13,0.36,0.36,0.54,0.36;20;;
us;how can you earn money from blogging;blogs;;Social Media & Content;;How-to;1900;44;0.76;0.35;140;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links;0.36,0.36,0.00,0.10,0.36,0.19,0.24,0.19,0.19,0.15,0.24,0.24;20;;
us;how to build a brand on social media;social media;;Social Media & Content;;How-to;1900;27;Mrz 32;0.48;145;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.03,0.03,0.04,0.02,0.24,0.43,0.54,0.36,0.54,0.54,1.00,1.00;20;;
us;how to turn social media followers into customers;social media;;Social Media & Content;;How-to;1300;16;0.00;0.24;141;Informational;Short Videos, Adwords Middle, AI Overview, Site Links, Video, Video Carousel, People Also Ask;0.01,0.01,0.00,0.00,0.22,0.54,0.22,0.36,0.65,0.29,1.00,0.22;20;;
de;was ist content;Content;;Social Media & Content;;;1300;24;0.96;0.03;135;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links;0.62,0.81,0.62,0.81,0.81,0.81,0.62,1.00,0.81,1.00,0.62,0.81;20;;
us;how to market a blog;how to marketing;;Social Media & Content;;How-to;590;24;Feb 40;0.57;164;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.48,0.21,0.88,0.88,1.00,0.72,1.00,0.59,0.59,0.32,0.14,0.21;20;;
de;was ist content creator;Content;;Social Media & Content;;;590;25;0.26;0.13;130;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews;0.48,0.32,0.32,0.39,0.59,0.39,0.48,0.59,0.72,1.00,0.59,0.72;90;;
de;was ist content maketing;Content;;Social Media & Content;;;590;29;0.00;0.00;136;Informational;People Also Ask, Related Searches, Short Videos, AI Overview, Video, Video Carousel;1.00,0.00,0.00,0.00;90;;
us;how to do keyword research for content marketing;how to marketing;;Social Media & Content;;How-to;390;19;0.00;0.33;168;Informational;Site Links, Video, Video Carousel, Related Searches, AI Overview;0.01,0.03,0.13,0.13,0.30,0.36,0.30,0.30,0.30,0.24,1.00,0.76;20;;
de;was kostet google ads;google ads;;SEO, Google & Ads;;;170;14;15.97;0.52;104;Informational;Reviews, Video, People Also Ask, Related Searches, AI Overview;0.43,0.81,0.65,0.81,0.65,0.53,0.34,0.53,0.43,0.53,0.65,0.43;90;;
de;wie funktioniert google ads;google ads;;SEO, Google & Ads;;;170;22;04. Jan;0.67;27000000;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.66,1.00,0.80,1.00,0.66,0.80,0.66,0.80,0.66,0.66,0.66,0.80;20;;
de;wie lange dauert google ranking;google ranking;;SEO, Google & Ads;;;140;7;0.00;0.04;118;Informational;Video, Adwords Bottom, People Also Ask, Adwords Middle, AI Overview, Site Links;0.14,1.00,1.00,0.80,0.66,1.00,0.52,0.66,0.52,0.52,0.52,0.52;20;;
de;Warum bringen meine Google Ads Klicks, aber keine Anfragen?;;;SEO, Google & Ads;;Claude Blogidee Funnel;;;;;;;;;;;
de;was ist marketing;was ist marketing;;Marketing & Agentur allgemein;;;1900;29;0.64;0.07;128;Informational;Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video;0.36,0.36,0.43,0.54,0.54,0.54,0.43,0.54,0.43,0.54,0.43,0.36;90;;
us;how to make money in any market;how to marketing;;Marketing & Agentur allgemein;;How-to;1600;26;0.69;0.95;175;Informational;Knowledge Panel, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums;0.00,0.02,0.07,0.08,0.66,1.00,0.44,0.53,0.29,0.10,0.16,0.10;20;;
de;was ist network marketing;was ist marketing;;Marketing & Agentur allgemein;;;880;30;0.35;0.03;124;Informational;Video Carousel, People Also Ask, Related Searches, AI Overview, Video;0.45,0.45,0.55,0.45,0.62,0.62,0.36,0.62,0.62,0.62,0.62,0.55;90;;
us;what does a digital marketing agency do for small businesses;marketing agency;;Marketing & Agentur allgemein;;How-to;880;12;0.00;0.00;205;Informational;People Also Ask, Related Searches, AI Overview, Video;0.13,0.84,1.00;90;;
us;what is a digital marketing agency;marketing agency;;Marketing & Agentur allgemein;;How-to;720;20;Jan 92;0.05;215;Informational;Video, People Also Ask, Related Searches, Short Videos, AI Overview;0.45,0.45,0.55,0.55,0.36,0.76,1.00,0.76,0.67,0.55,0.67,0.67;90;;
de;was ist ein flyer;flyer;;Marketing & Agentur allgemein;;;590;14;0.00;0.01;57100000;Informational;Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview;0.54,0.29,0.36,0.54,0.67,0.67,0.44,0.67,0.67,0.67,0.54,0.67;90;;
us;how to choose a marketing agency;how to marketing;;Marketing & Agentur allgemein;;How-to;480;19;0.00;0.01;163;Informational;Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.36,0.81,1.00,1.00,1.00,0.66,0.66,1.00,0.81,0.44,0.66,0.81;20;;
us;how to choose a digital marketing agency;how to marketing;;Marketing & Agentur allgemein;;How-to;390;10;0.00;0.00;157;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links;0.66,0.44,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00;20;;
us;how to market to gen z;how to marketing;;Marketing & Agentur allgemein;;How-to;390;19;Feb 48;0.51;169;Informational;Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview;0.66,0.66,0.81,1.00,0.66,0.66,0.81,0.54,0.54,0.44,0.44,0.44;90;;
us;how to market your book online;how to marketing;;Marketing & Agentur allgemein;;How-to;390;29;Sep 24;0.25;200;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,1.00,0.11,0.34,0.13;20;;
de;was ist performance marketing;was ist marketing;;Marketing & Agentur allgemein;;;390;28;Jan 36;0.19;129;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel;0.54,1.00,0.66,0.81,0.54,0.66,0.66,0.54,0.81,0.81,0.81,0.54;20;;
us;what do marketing agencies do;marketing agency;;Marketing & Agentur allgemein;;How-to;390;14;Mai 23;0.04;136;Informational;Reviews, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links;0.81,0.36,0.66,0.54,0.54,0.81,1.00,0.44,0.54,0.29,0.44,0.29;20;;
us;what is digital marketing agency;marketing agency;;Marketing & Agentur allgemein;;How-to;390;10;05. Jul;0.04;197;Informational;Video Carousel, People Also Ask, AI Overview, Video;0.29,0.29,0.54,0.81,0.44,1.00,1.00,0.54,0.66,0.66,0.81,0.66;90;;
us;why hire a digital marketing agency;marketing agency;;Marketing & Agentur allgemein;;How-to;390;16;0.00;0.33;200;Informational;AI Overview, Site Links, Video, Video Carousel, People Also Ask, Discussions And Forums;0.81,0.54,0.66,0.81,0.66,0.81,1.00,0.66,0.66,0.66,0.66,0.54;20;;
us;how to choose a niche for affiliate marketing;how to marketing;;Marketing & Agentur allgemein;;How-to;320;21;Jan 43;0.05;141;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel;0.66,0.44,1.00,1.00,0.44,0.15,1.00,0.15,0.12,0.12,0.12,0.06;20;;
us;how to choose digital marketing agency;how to marketing;;Marketing & Agentur allgemein;;How-to;320;9;0.00;0.00;318000000;Informational;Site Links, Video, Video Carousel, Related Searches, Discussions And Forums, AI Overview;0.66,0.43,0.81,1.00,0.54,0.43,0.81,0.81,0.66,0.81,1.00,0.81;20;;
us;how to do a competitive analysis in digital marketing b2b;how to marketing;;Marketing & Agentur allgemein;;How-to;320;6;0.00;0.00;179;Informational;Reviews, Video, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links;0.44,0.35,0.54,0.54,0.54,0.66,1.00,0.54,0.66,0.54,0.44,0.44;20;;
us;how to hire a digital marketing agency;how to marketing;;Marketing & Agentur allgemein;;How-to;320;4;0.00;0.01;185;Informational;Site Links, Video, Video Carousel, People Also Ask, Discussions And Forums, AI Overview;0.66,0.66,1.00,1.00,0.35,0.54,0.35,0.43,0.54,0.54,1.00,0.81;20;;
us;how to market a self published book;how to marketing;;Marketing & Agentur allgemein;;How-to;320;18;Mrz 26;0.47;165;Informational;Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links;0.54,0.54,0.66,0.81,0.66,0.66,0.81,0.81,1.00,0.43,0.35,0.66;20;;
us;how to market online courses;how to marketing;;Marketing & Agentur allgemein;;How-to;320;26;Jun 88;0.28;416000000;Informational;Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches;0.36,0.29,0.44,0.54,0.66,0.23,1.00,0.23,0.44,0.19,0.15,0.36;20;;
us;how to market yourself;how to marketing;;Marketing & Agentur allgemein;;How-to;320;27;03. Jan;0.20;156;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.30,0.16,0.24,0.30,0.24,0.20,0.16,0.13,0.20,0.13,0.13,0.16;20;;
de;was ist marketing mix;was ist marketing;;Marketing & Agentur allgemein;;;320;27;0.36;0.02;135;Informational;Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.66,0.54,0.35,0.54,0.54,0.81,0.43,0.81,0.54,0.66,0.66,0.66;20;;
us;how to become a marketer;how to marketing;;Marketing & Agentur allgemein;;How-to;260;20;Aug 77;0.64;155000000;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.35,0.18,1.00,1.00,1.00,0.22,0.22,0.81,0.14,0.18,0.43,0.22;20;;
us;how to market an app;how to marketing;;Marketing & Agentur allgemein;;How-to;260;25;Aug 26;0.62;190;Informational;Adwords Middle, AI Overview, Site Links, Video, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums;0.53,0.53,0.66,0.66,0.53,0.43,0.43,0.82,0.53,0.43,0.82,0.66;20;;
us;what does a digital marketing agency do;marketing agency;;Marketing & Agentur allgemein;;How-to;260;18;Jan 62;0.10;216;Informational;Reviews, Video, People Also Ask, Related Searches, AI Overview, Site Links;0.17,0.17,0.26,0.21,0.14,0.32,0.32,0.17,0.26,0.26,0.39,0.48;20;;
us;why do you need a digital marketing agency;marketing agency;;Marketing & Agentur allgemein;;How-to;210;21;0.00;0.33;171;Informational;Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.53,0.23,0.82,1.00,0.66,0.43,0.53,0.43,0.43,0.23,0.28,0.35;20;;
de;was ist inbound marketing;was ist marketing;;Marketing & Agentur allgemein;;;170;13;Feb 59;0.03;67200000;Informational;AI Overview, Video, Video Carousel, People Also Ask, Related Searches;0.65,0.80,0.80,0.65,0.80,0.42,0.80,0.80,0.65,1.00,0.65,0.80;90;;
de;was ist influencer marketing;was ist marketing;;Marketing & Agentur allgemein;;;170;24;0.98;0.17;188000000;Informational;Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview;0.34,0.65,0.53,0.53,0.65,0.81,0.53,1.00,0.81,0.81,0.81,0.81;90;;
de;was ist email marketing;was ist marketing;;Marketing & Agentur allgemein;;;140;25;Jan 88;0.10;134;Informational;People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel;0.34,0.53,0.53,0.53,0.34,0.26,0.19,0.65,0.53,0.80,0.65,0.34;20;;
de;was ist marketing automation;was ist marketing;;Marketing & Agentur allgemein;;;140;24;Feb 62;0.23;284000000;Informational;Site Links, Video, People Also Ask, Related Searches, AI Overview;0.06,0.44,0.44,0.44,0.35,0.35,0.35,0.15,0.18,0.15,0.18,0.15;20;;
de;was ist guerilla marketing;was ist marketing;;Marketing & Agentur allgemein;;;110;22;Jan 17;0.03;135;Informational;Related Searches, AI Overview, Image Pack, Site Links, Video, People Also Ask;0.78,1.00,0.50,0.50,0.64,0.78,0.64,1.00,0.78,1.00,1.00,1.00;20;;
de;was ist marketing einfach erklärt;was ist marketing;;Marketing & Agentur allgemein;;;110;26;01. Okt;0.16;108;Informational;Video, Video Carousel, People Also Ask, Related Searches, AI Overview;0.23,0.23,0.17,0.17,0.28,0.35,0.17,0.35,0.28,0.53,0.53,0.35;90;;
de;Ist E-Mail-Marketing tot?;;;Marketing & Agentur allgemein;;Claude Blogidee Funnel;;;;;;;;;;;
de;was ist conversational commerce;;;Marketing & Agentur allgemein;;Claude TOFU;;;;;;;;;;;
de;was ist online marketing;;;Marketing & Agentur allgemein;;Claude TOFU;;;;;;;;;;;
